Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,winner_num
Wimbledon,2021-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Pospisil V.,Tiafoe F.,65,57,1071,1148,2.0,1.8,4-6 4-6 4-6,player 2
Wimbledon,2021-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Schwartzman D.,Broady L.,11,143,3060,509,1.22,4.33,4-6 6-2 6-1 6-4,player 1
Wimbledon,2021-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Hoang A.,Korda S.,156,50,456,1272,8.0,1.08,5-7 4-6 4-6,player 2
Wimbledon,2021-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Murray A.,Otte O.,118,151,685,479,1.33,3.4,6-3 4-6 4-6 6-4 6-2,player 1
Wimbledon,2021-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Harris L.,Rublev A.,51,7,1268,6120,5.0,1.16,1-6 2-6 5-7,player 2
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Zverev A.,Sandgren T.,6,68,7305,1019,1.08,8.0,7-5 6-2 6-3,player 1
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Nishioka Y.,Bedene A.,58,64,1142,1089,2.75,1.44,1-6 0-6 2-6,player 2
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Garin C.,Polmans M.,20,154,2440,467,1.33,3.4,7-6 6-2 2-6 7-6,player 1
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Querrey S.,Duckworth J.,54,91,1183,853,1.28,3.75,5-7 7-6 3-6 2-6,player 2
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Bautista Agut R.,Kecmanovic M.,10,49,3125,1309,1.28,3.75,6-3 6-3 6-7 3-6 6-3,player 1
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Van De Zandschulp B.,Berrettini M.,139,9,540,4468,11.0,1.05,3-6 4-6 6-7,player 2
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Martinez P.,Monfils G.,107,17,736,2568,2.75,1.44,6-3 6-4 4-6 7-6,player 1
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Bolt A.,Norrie C.,149,34,482,1770,3.5,1.3,3-6 1-6 2-6,player 2
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Thompson J.,Nishikori K.,78,53,902,1183,4.33,1.22,7-5 6-4 5-7 6-3,player 1
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Chardy J.,Ivashka I.,61,79,1111,900,2.2,1.66,6-4 3-6 2-6 4-6,player 2
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Sonego L.,Galan D.E.,27,112,2038,706,1.1,7.0,4-6 6-3 7-6 6-1,player 1
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Johnson S.,Fritz T.,74,40,929,1590,2.3,1.61,4-6 6-7 6-4 7-6 4-6,player 2
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Bublik A.,Dimitrov G.,38,21,1641,2431,1.8,2.0,6-4 7-6 7-6,player 1
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Alcaraz C.,Medvedev D.,75,2,924,10280,11.0,1.05,4-6 1-6 2-6,player 2
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Hurkacz H.,Giron M.,18,66,2533,1037,1.4,3.0,6-3 6-2 6-4,player 1
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Bonzi B.,Cilic M.,119,37,683,1660,4.5,1.2,4-6 6-3 3-6 6-7,player 2
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Gasquet R.,8,56,4815,1148,1.2,4.5,7-6 6-1 6-4,player 1
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Mager G.,Kyrgios N.,77,60,918,1113,6.0,1.12,6-7 4-6 4-6,player 2
Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Auger-Aliassime F.,Ymer M.,19,98,2468,796,1.08,8.0,6-4 4-6 7-6 6-1,player 1
Wimbledon,2021-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Fognini F.,Rublev A.,31,7,1868,6120,6.0,1.12,3-6 7-5 4-6 2-6,player 2
Wimbledon,2021-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Khachanov K.,Tiafoe F.,29,57,1965,1148,2.2,1.66,6-3 6-4 6-4,player 1
Wimbledon,2021-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Martinez P.,Garin C.,107,20,736,2440,3.0,1.4,4-6 3-6 6-4 4-6,player 2
Wimbledon,2021-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Fucsovics M.,Schwartzman D.,48,11,1344,3060,1.9,1.9,6-3 6-3 6-7 6-4,player 1
Wimbledon,2021-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Koepfer D.,Bautista Agut R.,62,10,1108,3125,3.2,1.36,5-7 1-6 6-7,player 2
Wimbledon,2021-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Kudla D.,1,114,12113,698,1.02,19.0,6-4 6-3 7-6,player 1
Wimbledon,2021-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Evans D.,Korda S.,26,50,2151,1272,1.72,2.1,3-6 6-3 3-6 4-6,player 2
Wimbledon,2021-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Shapovalov D.,Murray A.,12,118,2915,685,1.28,3.75,6-4 6-2 6-2,player 1
Wimbledon,2021-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Bedene A.,Berrettini M.,64,9,1089,4468,5.0,1.16,4-6 4-6 4-6,player 2
Wimbledon,2021-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Ivashka I.,Thompson J.,79,78,900,902,1.61,2.3,6-4 6-4 6-4,player 1
Wimbledon,2021-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Duckworth J.,Sonego L.,91,27,853,2038,3.0,1.4,3-6 4-6 4-6,player 2
Wimbledon,2021-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Hurkacz H.,Bublik A.,18,38,2533,1641,1.66,2.2,6-3 6-4 6-2,player 1
Wimbledon,2021-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Fritz T.,Zverev A.,40,6,1590,7305,8.0,1.08,7-6 4-6 3-6 6-7,player 2
Wimbledon,2021-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Federer R.,Norrie C.,8,34,4815,1770,1.44,2.75,6-4 6-4 5-7 6-4,player 1
Wimbledon,2021-07-03,Grand Slam,Outdoor,Grass,3rd Round,3,Cilic M.,Medvedev D.,37,2,1660,10280,5.0,1.16,7-6 6-3 3-6 3-6 2-6,player 2
Wimbledon,2021-07-05,Grand Slam,Outdoor,Grass,4th Round,5,Berrettini M.,Ivashka I.,9,79,4468,900,1.12,6.0,6-4 6-3 6-1,player 1
Wimbledon,2021-07-05,Grand Slam,Outdoor,Grass,4th Round,5,Korda S.,Khachanov K.,50,29,1272,1965,1.9,1.9,6-3 4-6 3-6 7-5 8-10,player 2
Wimbledon,2021-07-05,Grand Slam,Outdoor,Grass,4th Round,5,Shapovalov D.,Bautista Agut R.,12,10,2915,3125,1.66,2.2,6-1 6-3 7-5,player 1
Wimbledon,2021-07-05,Grand Slam,Outdoor,Grass,4th Round,5,Rublev A.,Fucsovics M.,7,48,6120,1344,1.14,5.5,3-6 6-4 6-4 0-6 3-6,player 2
Wimbledon,2021-07-05,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Garin C.,1,20,12113,2440,1.01,21.0,6-2 6-4 6-2,player 1
Wimbledon,2021-07-05,Grand Slam,Outdoor,Grass,4th Round,5,Zverev A.,Auger-Aliassime F.,6,19,7305,2468,1.3,3.5,4-6 6-7 6-3 6-3 4-6,player 2
Wimbledon,2021-07-05,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Sonego L.,8,27,4815,2038,1.3,3.5,7-5 6-4 6-2,player 1
Wimbledon,2021-07-06,Grand Slam,Outdoor,Grass,4th Round,5,Medvedev D.,Hurkacz H.,2,18,10280,2533,1.16,5.0,6-2 6-7 6-3 3-6 3-6,player 2
Wimbledon,2021-07-07,Grand Slam,Outdoor,Grass,Quarterfinals,5,Shapovalov D.,Khachanov K.,12,29,2915,1965,1.3,3.5,6-4 3-6 5-7 6-1 6-4,player 1
Wimbledon,2021-07-07,Grand Slam,Outdoor,Grass,Quarterfinals,5,Fucsovics M.,Djokovic N.,48,1,1344,12113,15.0,1.03,3-6 4-6 4-6,player 2
Wimbledon,2021-07-07,Grand Slam,Outdoor,Grass,Quarterfinals,5,Hurkacz H.,Federer R.,18,8,2533,4815,3.0,1.4,6-3 7-6 6-0,player 1
Wimbledon,2021-07-07,Grand Slam,Outdoor,Grass,Quarterfinals,5,Auger-Aliassime F.,Berrettini M.,19,9,2468,4468,4.0,1.25,3-6 7-5 5-7 3-6,player 2
Wimbledon,2021-07-09,Grand Slam,Outdoor,Grass,Semifinals,5,Berrettini M.,Hurkacz H.,9,18,4468,2533,1.44,2.75,6-3 6-0 6-7 6-4,player 1
Wimbledon,2021-07-09,Grand Slam,Outdoor,Grass,Semifinals,5,Shapovalov D.,Djokovic N.,12,1,2915,12113,8.0,1.08,6-7 5-7 5-7,player 2
Wimbledon,2021-07-11,Grand Slam,Outdoor,Grass,The Final,5,Djokovic N.,Berrettini M.,1,9,12113,4468,1.22,4.5,6-7 6-4 6-4 6-3,player 1
Nordea Open,2021-07-12,ATP250,Outdoor,Clay,1st Round,3,Monteiro T.,Hanfmann Y.,93,107,831,747,1.8,2.0,2-6 5-7,player 2
Nordea Open,2021-07-12,ATP250,Outdoor,Clay,1st Round,3,Cecchinato M.,Gasquet R.,82,54,888,1183,1.8,2.0,6-2 5-7 6-3,player 1
Nordea Open,2021-07-12,ATP250,Outdoor,Clay,1st Round,3,Daniel T.,Ymer E.,106,169,751,428,2.1,1.72,2-6 7-6 4-6,player 2
Nordea Open,2021-07-13,ATP250,Outdoor,Clay,1st Round,3,Rinderknech A.,Sousa P.,105,119,757,679,1.25,4.0,6-1 6-1,player 1
Nordea Open,2021-07-13,ATP250,Outdoor,Clay,1st Round,3,Novak D.,Martinez P.,122,95,660,811,2.75,1.44,5-7 1-6,player 2
Nordea Open,2021-07-13,ATP250,Outdoor,Clay,1st Round,3,Gombos N.,Cuevas P.,99,86,782,864,2.75,1.44,1-6 7-6 6-2,player 1
Nordea Open,2021-07-13,ATP250,Outdoor,Clay,1st Round,3,Caruso S.,Vesely J.,96,81,803,897,1.9,1.9,3-6 2-6,player 2
Nordea Open,2021-07-13,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Bagnis F.,97,74,796,938,2.0,1.8,6-2 6-4,player 1
Nordea Open,2021-07-13,ATP250,Outdoor,Clay,1st Round,3,Cerundolo F.,Coria F.,116,77,698,933,2.2,1.66,4-6 4-6,player 2
Nordea Open,2021-07-13,ATP250,Outdoor,Clay,1st Round,3,Rune H.,Albot R.,211,91,332,836,1.44,2.75,4-6 6-3 6-0,player 1
Nordea Open,2021-07-13,ATP250,Outdoor,Clay,1st Round,3,Ymer M.,Ruusuvuori E.,94,80,825,919,1.53,2.5,6-1 4-6 3-6,player 2
Nordea Open,2021-07-13,ATP250,Outdoor,Clay,1st Round,3,Laaksonen H.,Musetti L.,134,62,581,1106,3.0,1.4,6-2 3-6 6-4,player 1
Nordea Open,2021-07-14,ATP250,Outdoor,Clay,2nd Round,3,Cecchinato M.,Coria F.,82,77,888,933,1.57,2.37,6-4 4-6 3-6,player 2
Nordea Open,2021-07-14,ATP250,Outdoor,Clay,2nd Round,3,Garin C.,Martinez P.,18,95,2610,811,1.57,2.37,6-3 6-3,player 1
Nordea Open,2021-07-14,ATP250,Outdoor,Clay,2nd Round,3,Millman J.,Rinderknech A.,45,105,1476,757,2.75,1.44,3-6 6-3 3-6,player 2
Nordea Open,2021-07-14,ATP250,Outdoor,Clay,2nd Round,3,Hanfmann Y.,Vesely J.,107,81,747,897,1.53,2.5,6-4 6-3,player 1
Nordea Open,2021-07-15,ATP250,Outdoor,Clay,2nd Round,3,Ruusuvuori E.,Gombos N.,80,99,919,782,2.1,1.72,2-6 4-6,player 2
Nordea Open,2021-07-15,ATP250,Outdoor,Clay,2nd Round,3,Carballes Baena R.,Fognini F.,97,31,796,1868,2.62,1.5,6-3 1-6 6-4,player 1
Nordea Open,2021-07-15,ATP250,Outdoor,Clay,2nd Round,3,Rune H.,Ruud C.,211,16,332,2725,6.0,1.12,0-6 2-6,player 2
Nordea Open,2021-07-15,ATP250,Outdoor,Clay,2nd Round,3,Laaksonen H.,Ymer E.,134,169,581,428,1.66,2.2,6-2 7-5,player 1
Nordea Open,2021-07-16,ATP250,Outdoor,Clay,Quarterfinals,3,Rinderknech A.,Hanfmann Y.,105,107,757,747,2.0,1.8,4-6 3-6,player 2
Nordea Open,2021-07-16,ATP250,Outdoor,Clay,Quarterfinals,3,Coria F.,Garin C.,77,18,933,2610,3.4,1.33,6-4 4-6 6-2,player 1
Nordea Open,2021-07-16,ATP250,Outdoor,Clay,Quarterfinals,3,Gombos N.,Carballes Baena R.,99,97,782,796,1.8,2.0,4-6 2-6,player 2
Nordea Open,2021-07-17,ATP250,Outdoor,Clay,Semifinals,3,Coria F.,Hanfmann Y.,77,107,933,747,2.0,1.8,6-2 6-1,player 1
Nordea Open,2021-07-17,ATP250,Outdoor,Clay,Semifinals,3,Carballes Baena R.,Ruud C.,97,16,796,2725,5.5,1.14,1-6 4-6,player 2
Nordea Open,2021-07-18,ATP250,Outdoor,Clay,The Final,3,Ruud C.,Coria F.,16,77,2725,933,1.14,5.5,6-3 6-3,player 1
European Open,2021-07-12,ATP250,Outdoor,Clay,1st Round,3,Kuhn N.,Seyboth Wild T.,250,127,261,637,3.75,1.28,6-1 1-6 2-6,player 2
European Open,2021-07-12,ATP250,Outdoor,Clay,1st Round,3,Baez S.,Moutet C.,164,89,440,848,1.9,1.9,6-1 6-2,player 1
European Open,2021-07-12,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Kohlschreiber P.,66,117,1022,697,1.72,2.1,6-7 4-6,player 2
European Open,2021-07-13,ATP250,Outdoor,Clay,1st Round,3,Varillas J. P.,Nagal S.,130,154,597,481,1.57,2.37,6-0 6-4,player 1
European Open,2021-07-13,ATP250,Outdoor,Clay,1st Round,3,Lopez F.,Taberner C.,90,114,843,703,3.5,1.3,4-6 6-3 3-6,player 2
European Open,2021-07-13,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,Zhang Zh.,48,161,1345,449,1.3,3.5,6-1 5-7 6-4,player 1
European Open,2021-07-13,ATP250,Outdoor,Clay,1st Round,3,Altmaier D.,Krajinovic F.,149,44,509,1514,1.8,2.0,3-6 7-6 1-6,player 2
European Open,2021-07-13,ATP250,Outdoor,Clay,1st Round,3,Molcan A.,Mager G.,160,73,451,953,1.61,2.3,4-6 6-4 7-6,player 1
European Open,2021-07-13,ATP250,Outdoor,Clay,1st Round,3,Struff J.L.,Djere L.,47,57,1410,1168,1.72,2.1,4-6 5-7,player 2
European Open,2021-07-13,ATP250,Outdoor,Clay,1st Round,3,Koepfer D.,Marterer M.,59,200,1153,347,1.5,2.62,7-6 2-6 7-6,player 1
European Open,2021-07-13,ATP250,Outdoor,Clay,1st Round,3,Pouille L.,Lajovic D.,101,43,775,1575,2.37,1.57,4-6 4-6,player 2
European Open,2021-07-14,ATP250,Outdoor,Clay,2nd Round,3,Krajinovic F.,Kohlschreiber P.,44,117,1514,697,1.8,2.0,7-5 4-6 6-3,player 1
European Open,2021-07-14,ATP250,Outdoor,Clay,2nd Round,3,Seyboth Wild T.,Djere L.,127,57,637,1168,4.0,1.25,6-7 1-6,player 2
European Open,2021-07-14,ATP250,Outdoor,Clay,2nd Round,3,Tsitsipas S.,Koepfer D.,4,59,8150,1153,1.12,6.0,7-6 6-3,player 1
European Open,2021-07-15,ATP250,Outdoor,Clay,2nd Round,3,Molcan A.,Lajovic D.,160,43,451,1575,2.0,1.8,4-6 7-6 3-6,player 2
European Open,2021-07-15,ATP250,Outdoor,Clay,2nd Round,3,Carreno Busta P.,Taberner C.,13,114,2940,703,1.28,3.75,7-5 6-3,player 1
European Open,2021-07-15,ATP250,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Delbonis F.,41,48,1608,1345,2.3,1.61,3-6 6-7,player 2
European Open,2021-07-15,ATP250,Outdoor,Clay,2nd Round,3,Paire B.,Varillas J. P.,51,130,1297,597,2.75,1.44,7-5 7-6,player 1
European Open,2021-07-16,ATP250,Outdoor,Clay,Quarterfinals,3,Basilashvili N.,Djere L.,29,57,1975,1168,2.5,1.53,2-6 2-6,player 2
European Open,2021-07-16,ATP250,Outdoor,Clay,Quarterfinals,3,Krajinovic F.,Tsitsipas S.,44,4,1514,8150,5.5,1.14,3-6 6-1 6-3,player 1
European Open,2021-07-16,ATP250,Outdoor,Clay,Quarterfinals,3,Lajovic D.,Carreno Busta P.,43,13,1575,2940,3.5,1.3,6-7 3-6,player 2
European Open,2021-07-16,ATP250,Outdoor,Clay,Quarterfinals,3,Delbonis F.,Paire B.,48,51,1345,1297,1.22,4.33,4-6 7-6 6-4,player 1
European Open,2021-07-17,ATP250,Outdoor,Clay,Semifinals,3,Djere L.,Krajinovic F.,57,44,1168,1514,2.2,1.66,4-6 2-6,player 2
European Open,2021-07-17,ATP250,Outdoor,Clay,Semifinals,3,Carreno Busta P.,Delbonis F.,13,48,2940,1345,1.5,2.62,7-6 6-3,player 1
European Open,2021-07-18,ATP250,Outdoor,Clay,The Final,3,Krajinovic F.,Carreno Busta P.,44,13,1514,2940,2.2,1.66,2-6 4-6,player 2
Hall of Fame Championships,2021-07-12,ATP250,Outdoor,Grass,1st Round,3,Brooksby J.,Donskoy E.,152,142,487,537,1.57,2.37,7-5 6-3,player 1
Hall of Fame Championships,2021-07-12,ATP250,Outdoor,Grass,1st Round,3,Johnson S.,Kudla D.,83,104,884,768,2.2,1.66,6-7 6-3 4-6,player 2
Hall of Fame Championships,2021-07-12,ATP250,Outdoor,Grass,1st Round,3,Sugita Y.,Rodionov J.,111,138,713,572,2.3,1.61,7-5 6-3,player 1
Hall of Fame Championships,2021-07-12,ATP250,Outdoor,Grass,1st Round,3,Marchenko I.,Anderson K.,156,113,470,708,3.4,1.33,5-7 3-6,player 2
Hall of Fame Championships,2021-07-13,ATP250,Outdoor,Grass,1st Round,3,Ofner S.,Uchiyama Y.,167,118,431,688,1.44,2.75,6-4 6-4,player 1
Hall of Fame Championships,2021-07-13,ATP250,Outdoor,Grass,1st Round,3,Zapata Miralles B.,Karlovic I.,120,210,670,332,1.57,2.37,7-6 1-6 4-6,player 2
Hall of Fame Championships,2021-07-13,ATP250,Outdoor,Grass,1st Round,3,Jung J.,Schnur B.,163,248,441,263,2.0,1.8,7-5 6-7 7-6,player 1
Hall of Fame Championships,2021-07-13,ATP250,Outdoor,Grass,1st Round,3,Sousa J.,Sandgren T.,133,78,592,929,2.5,1.53,4-6 6-7,player 2
Hall of Fame Championships,2021-07-13,ATP250,Outdoor,Grass,1st Round,3,Sock J.,Bolt A.,231,146,301,519,2.2,1.66,3-6 6-4 6-3,player 1
Hall of Fame Championships,2021-07-13,ATP250,Outdoor,Grass,1st Round,3,Krueger M.,Gojowczyk P.,195,131,356,594,2.37,1.57,2-6 2-6,player 2
Hall of Fame Championships,2021-07-13,ATP250,Outdoor,Grass,1st Round,3,Cressy M.,Lorenzi P.,155,171,473,425,1.22,4.33,6-1 6-2,player 1
Hall of Fame Championships,2021-07-14,ATP250,Outdoor,Grass,2nd Round,3,Sugita Y.,Thompson J.,111,71,713,982,3.75,1.28,0-6 2-6,player 2
Hall of Fame Championships,2021-07-14,ATP250,Outdoor,Grass,2nd Round,3,Brooksby J.,Kudla D.,152,104,487,768,2.5,1.53,6-3 4-6 7-5,player 1
Hall of Fame Championships,2021-07-14,ATP250,Outdoor,Grass,2nd Round,3,Ofner S.,Anderson K.,167,113,431,708,2.75,1.44,5-7 6-7,player 2
Hall of Fame Championships,2021-07-14,ATP250,Outdoor,Grass,2nd Round,3,Bublik A.,Karlovic I.,37,210,1721,332,1.3,3.5,7-6 4-6 6-1,player 1
Hall of Fame Championships,2021-07-14,ATP250,Outdoor,Grass,2nd Round,3,Sandgren T.,Jung J.,78,163,929,441,1.44,2.75,2-6 2-6,player 2
Hall of Fame Championships,2021-07-14,ATP250,Outdoor,Grass,2nd Round,3,Gojowczyk P.,Pospisil V.,131,61,594,1106,2.75,1.44,6-3 6-3,player 1
Hall of Fame Championships,2021-07-14,ATP250,Outdoor,Grass,2nd Round,3,Nishioka Y.,Sock J.,55,231,1177,301,2.1,1.72,2-6 3-6,player 2
Hall of Fame Championships,2021-07-14,ATP250,Outdoor,Grass,2nd Round,3,Cressy M.,Querrey S.,155,68,473,1003,3.0,1.4,6-4 2-6 6-2,player 1
Hall of Fame Championships,2021-07-15,ATP250,Outdoor,Grass,Quarterfinals,3,Jung J.,Bublik A.,163,37,441,1721,3.5,1.3,2-6 4-6,player 2
Hall of Fame Championships,2021-07-15,ATP250,Outdoor,Grass,Quarterfinals,3,Anderson K.,Sock J.,113,231,708,301,1.53,2.5,6-7 6-2 6-4,player 1
Hall of Fame Championships,2021-07-16,ATP250,Outdoor,Grass,Quarterfinals,3,Gojowczyk P.,Brooksby J.,131,152,594,487,2.1,1.72,0-6 3-6,player 2
Hall of Fame Championships,2021-07-16,ATP250,Outdoor,Grass,Quarterfinals,3,Thompson J.,Cressy M.,71,155,982,473,1.44,2.75,6-3 7-6,player 1
Hall of Fame Championships,2021-07-17,ATP250,Outdoor,Grass,Semifinals,3,Bublik A.,Anderson K.,37,113,1721,708,1.8,2.0,6-4 6-7 5-7,player 2
Hall of Fame Championships,2021-07-17,ATP250,Outdoor,Grass,Semifinals,3,Brooksby J.,Thompson J.,152,71,487,982,2.0,1.8,6-3 7-6,player 1
Hall of Fame Championships,2021-07-18,ATP250,Outdoor,Grass,The Final,3,Brooksby J.,Anderson K.,152,113,487,708,2.3,1.61,6-7 4-6,player 2
Suisse Open Gstaad,2021-07-19,ATP250,Outdoor,Clay,1st Round,3,Polmans M.,Ehrat S.,147,408,522,101,1.8,2.0,7-5 6-3,player 1
Suisse Open Gstaad,2021-07-19,ATP250,Outdoor,Clay,1st Round,3,Nikles J.,Kopriva V.,409,249,101,262,3.2,1.36,2-6 1-6,player 2
Suisse Open Gstaad,2021-07-19,ATP250,Outdoor,Clay,1st Round,3,Bergs Z.,Otte O.,212,141,331,539,2.75,1.44,7-6 6-1,player 1
Suisse Open Gstaad,2021-07-19,ATP250,Outdoor,Clay,1st Round,3,Kovalik J.,Paire B.,130,49,633,1364,2.37,1.57,3-6 6-7,player 2
Suisse Open Gstaad,2021-07-19,ATP250,Outdoor,Clay,1st Round,3,Ymer M.,Couacaud E.,96,180,817,397,1.4,3.0,4-6 6-3 6-3,player 1
Suisse Open Gstaad,2021-07-20,ATP250,Outdoor,Clay,1st Round,3,Zuk K.,Novak D.,170,124,428,652,1.72,2.1,4-6 4-6,player 2
Suisse Open Gstaad,2021-07-20,ATP250,Outdoor,Clay,1st Round,3,Djere L.,Seyboth Wild T.,52,118,1278,695,1.25,4.0,6-4 6-3,player 1
Suisse Open Gstaad,2021-07-20,ATP250,Outdoor,Clay,1st Round,3,Riedi L.,Delbonis F.,748,46,28,1435,10.0,1.06,3-6 3-6,player 2
Suisse Open Gstaad,2021-07-20,ATP250,Outdoor,Clay,1st Round,3,Gaston H.,Cerundolo J.M.,155,144,489,527,1.72,2.1,6-4 6-2,player 1
Suisse Open Gstaad,2021-07-20,ATP250,Outdoor,Clay,1st Round,3,Londero J.I.,Griekspoor T.,140,105,548,772,2.1,1.72,5-7 6-4 6-7,player 2
Suisse Open Gstaad,2021-07-20,ATP250,Outdoor,Clay,1st Round,3,Rinderknech A.,Stricker D.,100,281,805,200,1.8,2.0,6-4 6-4,player 1
Suisse Open Gstaad,2021-07-21,ATP250,Outdoor,Clay,2nd Round,3,Bergs Z.,Djere L.,212,52,331,1278,4.0,1.25,2-6 6-4 2-6,player 2
Suisse Open Gstaad,2021-07-21,ATP250,Outdoor,Clay,2nd Round,3,Gaston H.,Delbonis F.,155,46,489,1435,3.75,1.28,6-0 6-7 7-6,player 1
Suisse Open Gstaad,2021-07-21,ATP250,Outdoor,Clay,2nd Round,3,Bautista Agut R.,Rinderknech A.,16,100,2720,805,1.44,2.75,2-6 4-6,player 2
Suisse Open Gstaad,2021-07-21,ATP250,Outdoor,Clay,2nd Round,3,Garin C.,Polmans M.,19,147,2520,522,1.16,5.0,6-3 6-0,player 1
Suisse Open Gstaad,2021-07-22,ATP250,Outdoor,Clay,2nd Round,3,Novak D.,Ruud C.,124,14,652,2840,8.0,1.08,4-6 6-7,player 2
Suisse Open Gstaad,2021-07-22,ATP250,Outdoor,Clay,2nd Round,3,Ymer M.,Lopez F.,96,89,817,843,1.61,2.3,6-7 7-6 6-4,player 1
Suisse Open Gstaad,2021-07-22,ATP250,Outdoor,Clay,2nd Round,3,Shapovalov D.,Kopriva V.,10,249,3625,262,1.16,5.0,6-2 3-6 2-6,player 2
Suisse Open Gstaad,2021-07-23,ATP250,Outdoor,Clay,Quarterfinals,3,Gaston H.,Garin C.,155,19,489,2520,3.75,1.28,6-4 1-6 7-6,player 1
Suisse Open Gstaad,2021-07-23,ATP250,Outdoor,Clay,Quarterfinals,3,Rinderknech A.,Djere L.,100,52,805,1278,2.2,1.66,4-6 7-6 4-6,player 2
Suisse Open Gstaad,2021-07-23,ATP250,Outdoor,Clay,Quarterfinals,3,Kopriva V.,Ymer M.,249,96,262,817,2.37,1.57,6-1 6-0,player 1
Suisse Open Gstaad,2021-07-23,ATP250,Outdoor,Clay,Quarterfinals,3,Paire B.,Ruud C.,49,14,1364,2840,4.5,1.2,2-6 7-5 3-6,player 2
Suisse Open Gstaad,2021-07-24,ATP250,Outdoor,Clay,Semifinals,3,Gaston H.,Djere L.,155,52,489,1278,3.0,1.4,3-6 6-3 6-3,player 1
Suisse Open Gstaad,2021-07-24,ATP250,Outdoor,Clay,Semifinals,3,Kopriva V.,Ruud C.,249,14,262,2840,6.5,1.11,3-6 0-6,player 2
Suisse Open Gstaad,2021-07-25,ATP250,Outdoor,Clay,The Final,3,Ruud C.,Gaston H.,14,155,2840,489,1.14,5.5,6-3 6-2,player 1
Mifel Open,2021-07-20,ATP250,Outdoor,Hard,1st Round,3,Jung J.,Donskoy E.,159,157,476,482,1.44,2.75,1-6 4-6,player 2
Mifel Open,2021-07-20,ATP250,Outdoor,Hard,1st Round,3,Bolt A.,Seppi A.,148,87,519,863,2.1,1.72,0-6 6-2 6-3,player 1
Mifel Open,2021-07-20,ATP250,Outdoor,Hard,1st Round,3,Wolf J.J.,Nakashima B.,151,134,510,576,4.5,1.2,3-6 7-6 2-6,player 2
Mifel Open,2021-07-20,ATP250,Outdoor,Hard,1st Round,3,Johnson S.,Lopez Villasenor G.,83,654,884,41,1.11,6.5,7-6 6-2,player 1
Mifel Open,2021-07-20,ATP250,Outdoor,Hard,1st Round,3,Kokkinakis T.,Kudla D.,183,107,391,768,1.5,2.62,6-4 6-7 6-7,player 2
